Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References,Status,Status Date
5392,WV,Provision for Establishment of Alternative Fuel Vehicle (AFV) Acquisition Requirements,"The following was repealed by House Bill 2957: The West Virginia
Department of Administration (Department) may require that up to 75% of
a state agency's fleet consist of AFVs. To meet these requirements,
agencies may purchase or lease AFVs or convert existing vehicles to
operate using alternative fuels. The Department may waive this
requirement if an agency's vehicles are operating in an area where the
agency cannot reasonably establish a central alternative fueling station
or the lifetime cost of the vehicle or fueling infrastructure is
significantly higher as compared to conventional vehicles or fuels. This
requirement does not apply to law enforcement, emergency, public transit
authority, state rail authority, non-road vehicles, or school buses.

(Reference [House Bill 2957, 2022](http://www.wvlegislature.gov/index.cfm))",,,false,50,Laws and Regulations,"",,,,2022-07-04 00:00:00 UTC,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",REQ,GOV|TRANS,http://www.legis.state.wv.us/WVCODE/Code.cfm|http://www.wvlegislature.gov/index.cfm,repealed,2022-07-04
5393,WY,Ethanol License,"Anyone who imports, exports, or supplies ethanol in the state of Wyoming
must obtain an annual license from the Wyoming Department of
Transportation. The fee for each license is \$25. (Reference Wyoming
Statutes 39-17-106)
",,,false,35,Laws and Regulations,"",,,2015-07-01 00:00:00 UTC,,"",ETH,"",REGIS,STATION,http://legisweb.state.wy.us/statutes/statutes.aspx,archived,2015-07-01
5395,WA,Clean Fuel Vehicle Purchasing Requirement,"At least 30% of all new vehicles purchased through a state
contract must be clean fuel vehicles, based on the Washington
Department of Ecology definitions. The percentage of clean fuel
vehicles purchased must increase at the rate of 5% each year.
Dedicated clean fuel vehicles are preferred. In the event that
dedicated clean fuel vehicles are not available or would not meet
operation requirements, conventionally powered vehicles may be
converted to operate on clean fuel or dual-fuel use. (Reference
Revised Code of Washington ( http://apps.leg.wa.gov/rcw/ )
43.19.637)",,,false,170,Laws and Regulations,"",,,2012-04-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",REQ,FLEET,http://apps.leg.wa.gov/rcw/,archived,2012-04-01
5420,FL,Alternative Fuels Tax,"The following was repealed by House Bill ( http://www.leg.state.fl.us/Welcome/index.cfm?CFID=294802082&CFTOKEN=82853736 ) 579, 2013: A person operating an alternative fuel vehicle (AFV)
must purchase an annual decal from the Florida Department of
Motor Vehicles to be exempt from the excise tax on gasoline.
Fueling stations may not fuel a vehicle with propane or
compressed natural gas that does not display the proper decal.
State and local government AFV fleets are exempt from paying the
decal fee. In addition to the state alternative fuel fee, a
person fueling a vehicle from their own facility must pay a local
alternative fuel fee instead of the excise tax a county levies.
(Reference Florida Statutes ( http://www.flsenate.gov/Laws/ )
206.877)",,,false,110,Laws and Regulations,"",,,,2013-05-02 00:00:00 UTC,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",FUEL|REGIS,STATION|PURCH|FLEET|IND,http://www.flsenate.gov/Laws/,repealed,2013-05-02
5421,FL,Alternative Fuel License,"The following was repealed by House Bill ( http://www.leg.state.fl.us/Welcome/index.cfm?CFID=294802082&CFTOKEN=82853736 ) 579, 2013: An individual who wishes to be a wholesale
distributor of an alternative fuel must obtain a license from the
Florida Department of Revenue. (Reference Florida Statutes ( http://www.flsenate.gov/Laws/ ) 206.89)",,,false,115,Laws and Regulations,"",,,,2013-05-02 00:00:00 UTC,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",REGIS,STATION,http://www.flsenate.gov/Laws/,repealed,2013-05-02
5424,GA,Alternative Fuel Vehicle (AFV) Tax Credit,"An income tax credit is available to individuals who purchase or lease a
new dedicated AFV or convert a vehicle to operate solely on an
alternative fuel. The amount of the tax credit is 10% of the vehicle
cost, up to \$2,500. Qualified vehicles must meet emissions standards
the Georgia Department of Natural Resources (DNR) has defined. Eligible
alternative fuels include natural gas, propane, hydrogen, coal-derived
liquid fuels, fuels other than alcohol derived from biological
materials, and electricity. Any portion of the credit not used in the
year the AFV is purchased or converted may be carried over for up to
five years. This incentive does not apply to hybrid electric vehicles.
The tax credit expires July 1, 2015. For more information, see the DNR
Alternative Fuels and Tax Credits website. (Reference [House
Bill](http://www.legis.ga.gov/en-US/default.aspx) 170, 2015, and
[Georgia Code](http://www.legis.state.ga.us/) 48-7-40.16)
",,2015-05-04 00:00:00 UTC,false,10,State Incentives,"",2015-10-15 22:20:23 UTC,2015-07-01 00:00:00 UTC,,,"",AFTMKTCONV|BIOD|ETH|ELEC|HY|NG|PHEV|LPG,TAX,"",FLEET|IND,http://www.legis.state.ga.us/|http://www.legis.ga.gov/en-US/default.aspx,expired,2015-07-01
5445,HI,Business Investment Tax Credit,"Through December 31, 2010, taxpayers making a high technology
business investment are eligible for a tax credit the year in
which the investment is made. A qualified high technology
business is a business in which more than 50% of the activities
are qualified research (75% of which is conducted in Hawaii) and
in which more than 75% of the income (i.e., income from products
sold from, manufactured or produced in Hawaii or from services
performed in Hawaii) is derived from qualified research.
Qualified research includes research that is related to
non-fossil fuel energy-related technology. The tax credit is
equal to a percentage of the investment made, up to the following
maximums:

Year
Tax Credit (% of
investment made)
Maximum Value
of Credit

Year of Investment
35%
$700,000

1st Year Following Investment
25% $500,000

2nd Year Following Investment
20%
$400,000

3rd Year Following Investment
10%
$200,000

4th Year Following Investment
10%
$200,000

Tax credits may not exceed the amount of the investment or exceed
80% of the taxpayer's income tax liability in the year in which
the credit is claimed. Credits may be carried over for up to four
additional years.

(Reference Hawaii Revised Statutes ( http://www.capitol.hawaii.gov/ ) 235-7.3, 235-109.5, and
235-110.9)",,2009-07-16 00:00:00 UTC,false,15,State Incentives,"",,2011-01-01 00:00:00 UTC,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,TAX,"",OTHER,http://www.capitol.hawaii.gov/,expired,2011-01-01
5453,MN,Alternative Fuel Use and Alternative Fuel Vehicle (AFV) Acquisition Requirements,"State agencies must use alternative fuels, including biodiesel
blends of 20% (B20) or greater, compressed or liquefied natural
gas, ethanol blends of 70% (E70) or greater, hydrogen, or
propane, to operate state motor vehicles if the clean fuels are
reasonably available at comparable costs to conventional fuels
and are compatible with the intended use of the motor vehicle.
Additionally, state agencies must purchase AFVs, which include
those capable of being powered by the fuels listed above or motor
vehicles powered by electricity or by a combination of
electricity and liquid fuel, if such motor vehicles are
reasonably available at comparable costs to other vehicles and if
the vehicles are capable of carrying out the purpose for which
they are purchased. (Reference Minnesota Statutes ( https://www.revisor.mn.gov/pubs/ ) 16C.135)",,,false,85,Laws and Regulations,"",,,2011-06-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",REQ,PURCH|FLEET,https://www.revisor.mn.gov/pubs/,archived,2011-06-01
5473,SC,State Agency Alternative Fuel Use Requirement,"Whenever practical and economically feasible, all state agencies
operating alternative fuel vehicles must use alternative fuels in those
vehicles. Private businesses are encouraged to increase the use of
alternative fuels in the state. (Reference [Executive
Order](https://dc.statelibrary.sc.gov/handle/10827/22) 2001-35)
",2001-10-18 00:00:00 UTC,,false,85,Laws and Regulations,"",,,2014-09-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",REQ,FLEET,http://www.scstatehouse.gov/archives/executiveorders/execrpts.htm,archived,2014-09-01
5483,NC,Renewable Energy Property Tax Credit,"Taxpayers who construct, purchase, or lease renewable energy property
may qualify for a tax credit equal to 35% of the cost of the property.
Renewable energy property includes equipment that uses renewable biomass
to produce ethanol, methanol, biodiesel, or methane produced from
anaerobic biogas, using agricultural and animal waste or garbage; and
related devices for converting, conditioning, and storing the liquid
fuels and gas produced with the biomass equipment. The taxpayer must
claim the credit in five equal installments beginning with the taxable
year in which the property is placed into service. There is a maximum
credit amount of \$2.5 million per installation, which applies to
renewable energy property placed in service for any purpose other than
residential. To qualify, property must be placed into service before
January 1, 2016. (Reference [North Carolina General
Statutes](http://www.ncleg.net/gascripts/Statutes/Statutes.asp)
105-129.15 and 105-129.16A)
",,2010-06-07 00:00:00 UTC,false,15,State Incentives,"",2016-01-26 22:34:48 UTC,2016-01-01 00:00:00 UTC,,,"",BIOD|ETH,TAX,"",STATION|AFP,http://www.ncleg.net/gascripts/Statutes/Statutes.asp,expired,2016-01-01
5518,AR,Alternative Fuels Commission,"The Arkansas Alternative Fuels Commission Act of 2003 established
a seven-member alternative fuels commission to develop,
coordinate, and promote the utilization of alternative fuels
throughout the state, with emphasis on the production,
development, promotion, and utilization of alternative fuels in
transportation. The Commission is in charge of making grants and
loans, and controls the Alternative Fuels Fund. (Reference
Arkansas Code ( http://www.arkleg.state.ar.us ) 15-10-601 and
15-10-701)",,,false,60,Laws and Regulations,"",,,2007-03-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,GNT|LOANS,"",STATION|AFP|FLEET|OTHER|IND,"",archived,2007-03-01
5537,NY,"Alternative Fuel, Electric, and Hybrid Electric Vehicle Tax Credits","New York's Alternative Fuel (Clean Fuel) Vehicle Tax Incentive
Program offers tax credits for the purchase of new HEVs, EVs,
AFVs, and the installation of clean fuel vehicle refueling
property. Purchasers of qualified HEVs are eligible for a tax
credit of $2,000. To qualify, a vehicle must draw propulsion
energy from both an internal combustion engine (or heat engine
that uses combustible fuel) and an energy storage device; and
must employ a regenerative braking system that recovers waste
energy to charge that device, and, for model year 2004 and later,
must meet or exceed the California LEV II emission standard.
Purchasers of EVs are eligible for a tax credit of 50% of the
incremental cost, up to $5,000 per vehicle. Purchasers of AFVs
are eligible for a tax credit worth 60% of the incremental cost
of the vehicle. The maximum value of the incentive is $5,000 for
vehicles with less than 14,000 pounds (lbs.) gross vehicle weight
rating (GVWR), and up to $10,000 for vehicles over 14,000 lbs.
GVWR. The tax credit for clean-fuel vehicle refueling property is
equal to 50% of the cost of the property. This includes property
for storing or dispensing a clean-burning fuel into the fuel tank
of a motor vehicle propelled by that fuel, as well as property
used for recharging electric vehicles.",,,false,25,State Hybrid Incentives,"",,2004-12-31 00:00:00 UTC,,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,TAX,"",STATION|FLEET|IND,"",expired,2004-12-31
5544,NM,Alternative Fuel Vehicle (AFV) Use,"The legislature of New Mexico encourages the executive branch of the
state government to pursue energy policies and goals to implement the
use of renewable energy, energy efficiency, and alternative fuel
technologies throughout state government and the state, including state
universities and public schools. The Secretary of the Energy, Minerals,
and Natural Resources Department, in cooperation with other state
agencies, must pursue measures to encourage the use of alternative fuel
and hybrid electric vehicles throughout the state, including the
development of a statewide alternative fueling station infrastructure.
(Reference [Senate Joint Memorial](http://www.nmlegis.gov/) 89, 2003)
",,,false,55,Laws and Regulations,"",,,2009-01-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,"",REQ,STATION|FLEET,"",archived,2009-01-01
5556,MS,Biofuels Production Incentive,"The Mississippi Department of Agriculture and Commerce (Department)
provides incentive payments to qualified ethanol and biodiesel producers
located in Mississippi. The Department may issue payments of \$0.20 per
gallon for up to 30 million gallons per year per producer for a period
of up to 10 years following the start date of production. The Department
may not make payments for production after June 30, 2015, and the
maximum total annual payment to a single producer per fiscal year is \$6
million. (Reference [Mississippi
Code](http://www.lexisnexis.com/hottopics/mscode/) 69-51-5)
",,,false,5,State Incentives,"",2015-10-15 22:06:59 UTC,2015-06-30 00:00:00 UTC,,,"",BIOD|ETH,GNT,"",AFP,http://www.lexisnexis.com/hottopics/mscode/,expired,2015-06-30
5580,WA,Biofuels Tax Deduction,"A business and occupation tax deduction is available for the sale or
distribution of biodiesel or E85 motor fuel. This deduction is available
until July 1, 2015. (Reference [Revised Code of
Washington](http://apps.leg.wa.gov/rcw/) 82.04.4334)
",,2007-05-03 00:00:00 UTC,false,35,State Incentives,"",2015-10-15 22:50:34 UTC,2015-07-01 00:00:00 UTC,,,"",BIOD|ETH,TAX,"",STATION,http://apps.leg.wa.gov/rcw/,expired,2015-07-01
5583,WA,Fleet Action Plan - Seattle,"The [Clean Green Fleet Action
Plan](https://www.seattle.gov/Documents/Departments/FAS/FleetManagement/2014-Green-Fleet-Action-Plan.pdf)
aims to increase the use of alternative fuels, reduce fleet fuel use,
reduce vehicle emissions, and improve the fuel efficiency of the City of
Seattle\'s (Seattle\'s) fleet. [Download Adobe
Reader](http://get.adobe.com/reader/). Seattle\'s long-term intent is to
continue participating in the Northwest Hybrid Medium and Heavy Duty
Truck Consortium and to continue increasing the use of E85 fuel and
electric vehicles. Seattle met its original goal to have a fleet that is
100% clean and green, through the use of clean fuels and vehicles that
have the highest fuel efficiency and the lowest emissions and meet the
needs of Seattle\'s operations. Seattle also met the specific measures
called for in the plan, including a 5% reduction in the fleet\'s annual
fuel use by 2005 as compared to 1999.
",,,false,185,Laws and Regulations,"",,,2010-02-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|EFFEC|HEV|HY|NG|PHEV|LPG,"",REQ,FLEET,"",archived,2010-02-01
5622,VT,Alternative Fuel and Advanced Vehicle Research and Development Tax Credit,"Vermont businesses that qualify as a high-tech business involved
exclusively in the design, development, and manufacture of alternative
fuel vehicles, hybrid electric vehicles, all-electric vehicles, or
energy technology involving fuel sources other than fossil fuels are
eligible for up to three of the following tax credits: 1) payroll income
tax credit; 2) qualified research and development income tax credit; 3)
export tax credit; 4) small business investment tax credit; and 5)
high-tech growth tax credit. Certain limits and restrictions apply. This
incentive expires December 31, 2016. (Reference [Vermont
Statutes](http://legislature.vermont.gov/) Title 32, Chapter 151,
Section 5930a, c, f, g, and k)
",,,false,10,State Incentives,"",,,2017-06-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,TAX,"",MAN|OTHER,"",archived,2017-06-01
5638,TX,Ethanol and Biodiesel Fuel Production Grant,"The Texas Economic Development and Tourism Office administers a grant
program for ethanol and biodiesel fuel producers. In order to be
eligible for a grant, ethanol and biodiesel fuel producers are required
to register with the state and contribute \$0.032 per gallon, up to 18
million gallons per producer, to a fund. Additionally, the state
contributes \$0.168 per gallon produced to the fund. A producer is then
entitled to receive a grant of \$0.20 per gallon from the fund, up until
the 10th anniversary of the date production from the plant began. For
each fiscal year a fuel producer may not receive a grant for more than
18 million gallons of fuel ethanol or biodiesel produced at any one
registered plant, regardless of total gallons produced. This incentive
expires August 31, 2005. (Reference [Texas
Statutes](http://www.statutes.legis.state.tx.us/), Agriculture Code,
Chapter 16)
",,,false,35,State Incentives,"",,2005-08-31 00:00:00 UTC,,,"",BIOD|ETH,GNT,REGIS,AFP,"",expired,2005-08-31
5659,ME,State Agency Alternative Fuel Promotion,"In addition to promoting improved vehicle fuel efficiency, state
agencies shall promote the procurement of dedicated alternative fuel
vehicles, dual fuel vehicles (AFVs) and supporting refueling
infrastructures. (Reference
",,,false,80,Laws and Regulations,"",,,2006-05-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|EFFEC|HY|NG|PHEV|LPG,"",REQ,STATION|FLEET,"",archived,2006-05-01
5670,NJ,Alternative Fuel Infrastructure Rebate,"New Jersey\'s [Alternative Fuel Infrastructure
Program](https://www.njcleanenergy.com/files/file/infrabrochure.pdf) has
funding available to reimburse eligible local governments, state
colleges and universities, school districts, and governmental
authorities for 50% of the cost of purchasing and installing refueling
infrastructure for alternative fuels, up to a maximum of \$50,000 is
available per applicant. Eligible fuels include natural gas, propane,
electricity, ethanol (E85), and hydrogen.
",,,false,20,State Incentives,"",,2010-11-01 00:00:00 UTC,,,"",ETH|ELEC|HY|NG|PHEV|LPG,RBATE,"",STATION,"",expired,2010-11-01
5685,WI,Alternative Fuel Vehicle (AFV) Tax Deduction,"The Wisconsin Department of Revenue offers a state AFV tax
deduction identical to the federal AFV tax deduction. Taxpayers
who placed AFVs into service in 2002 and 2003 are entitled to the
full deduction. The deduction is reduced by 25% for vehicles
placed in service in 2004, by 50% for vehicles in 2005, and by
75% for vehicles in 2006. No deduction is available for clean
fuel vehicles placed in service in 2007. The full deduction is
$50,000 for any truck or van with a gross vehicle weight rating
(GVWR) of at least 26,000 pounds (lbs.) or a bus with seating
capacity of at least 20 adults. The deduction is $5,000 for a
truck or van with a GVWR greater than 10,000 lbs. and $2,000 for
vehicles under 10,000 lbs.",,,false,20,State Incentives,"",,2007-12-01 00:00:00 UTC,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,TAX,"",FLEET|IND,"",expired,2007-12-01
5695,IL,Flexible Fuel Vehicle (FFV) Promotion and Vehicle Registry,"The Office of the Illinois Secretary of State must create a
database of registered FFVs. The information in this database
should include the zip code, vehicle make and model, and vehicle
identification number of each FFV, and have the ability to sort
by the number of vehicles per zip code. The database must be made
available to the public in both print and electronic formats.
Additionally, through June 30, 2014, the Office of the Secretary
of State must notify owners of vehicles designed to carry 10 or
fewer passengers via mail that many motor vehicles are capable of
using E85. (Reference 415 Illinois Compiled Statutes ( http://www.ilga.gov/legislation/ilcs/ilcs.asp ) 120/22 and
120/24)",2004-08-12 00:00:00 UTC,2009-08-14 00:00:00 UTC,false,130,Laws and Regulations,"",,,2014-09-01 00:00:00 UTC,,"",ETH,"",REGIS,STATION|IND,"",archived,2014-09-01
5698,IL,Alternative Fuel Vehicle (AFV) Fleet Incentives,"The Illinois Green Fleets Program recognizes and provides additional
marketing opportunities for fleets in Illinois that have a significant
number of AFVs and use clean, domestically produced fuels. For more
information, see the Illinois Green Fleets Program website.
",,,false,35,State Incentives,"",,,2017-10-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,OTHER,"",FLEET,"",archived,2017-10-01
5721,WA,Biofuels Production Tax Exemption,"Qualifying buildings, equipment, and land used in the manufacturing of
alcohol fuel, biodiesel, or biodiesel feedstocks, are exempt from state
and local property and leasehold excise taxes for a period of six years
from the date the facility or addition to the existing facility becomes
operational. Applicants must submit their applications for this
exemption by December 31, 2015. (Reference [Revised Code of
Washington](http://apps.leg.wa.gov/rcw/) 82.29A.135, 84.36.635 and
84.36.640)
",,2010-03-31 00:00:00 UTC,false,40,State Incentives,"",2016-01-26 22:42:58 UTC,2015-12-31 00:00:00 UTC,,,"",BIOD|ETH,EXEM|TAX,"",AFP,http://apps.leg.wa.gov/rcw/,expired,2015-12-31
5726,ME,Alternative Fueling Infrastructure Tax Credit,"A tax credit is available for up to 25% of expenditures incurred for the
construction, installation of, or improvements to any fueling or
charging station for the purposes of providing clean fuels to the
general public for use in motor vehicles. Clean fuels include compressed
natural gas, liquefied natural gas, liquefied petroleum gas, hydrogen,
alcohol fuels containing at least 85% alcohol by volume, and
electricity. This tax credit is available for tax years ending on or
before December 31, 2008. Any portion of unused credits may be carried
over into subsequent years as needed. (Reference Maine Revised Statutes
Title 36, Section 5219-P)
",,,false,15,State Incentives,"",,2008-12-31 00:00:00 UTC,,,"",ETH|ELEC|HY|NG|PHEV|LPG,TAX,"",STATION,"",expired,2008-12-31
5754,VT,State Agency Energy Plan Transportation Requirements,"The Vermont Agency of Administration developed and oversees the
implementation of the State Agency Energy Plan (Plan). The Agency of
Administration must modify the Plan as necessary and re-adopt it on or
before January 15 of each fifth year. As specified in the [2016
Plan](http://bgs.vermont.gov/sites/bgs/files/files/energy-environment/2016-State-Agency-Energy-Plan.pdf),
the Vermont Agency of Transportation must continue to use 5% biodiesel
(B5) in its fleet of heavy-duty vehicles. The Vermont Department of
Buildings and General Services will increase its deployment of plug-in
electric vehicles (PEVs) to comprise at least 25% of its light-duty
fleet by 2025 and install electric vehicle supply equipment (EVSE), as
necessary. All state agencies must install EVSE and increase their use
of PEVs to a level that will displace 10% of their gasoline use by 2020.

(Reference [Vermont Statutes](http://legislature.vermont.gov/statutes/)
Title 3, Chapter 45, Section 2291, and [Executive
Order](http://governor.vermont.gov/document-types/executive-orders)
15-12, 2012)
",,,false,45,Laws and Regulations,"",,,2019-07-09 00:00:00 UTC,,"",BIOD|ETH|ELEC|EFFEC|HEV|HY|IR|NG|PHEV|LPG,"",REQ|CCEINIT,GOV,http://www.leg.state.vt.us/statutesMain.cfm|http://www.leg.state.vt.us/statutes/fullchapter.cfm?Title=03APPENDIX&Chapter=010,archived,2019-07-09
5757,ME,Biofuels Production Tax Credit,"A certified commercial biofuel producer is eligible for an income tax
credit of \$0.05 per gasoline gallon equivalent of biofuel produced for
use in motor vehicles or otherwise used as a substitute for liquid
fuels. Biofuel is defined as ethanol, biodiesel, hydrogen, methanol, or
any other transportation fuel derived from agricultural crops or
residues, or from forest products or by-products. A taxpayer claiming
this credit must receive a letter from the Maine Department of
Environmental Protection that certifies the biofuels produced during the
taxable year are eligible for the tax credit. For biofuels blended with
petroleum or other non-biofuels, the credit is allowed only on the
biofuels portion of that blend. Any portion of unused credits may be
carried over for up to 10 taxable years. (Reference [Maine Revised
Statutes](http://www.mainelegislature.org/legis/statutes/) Title 36,
Section 5219-X)
",,,false,10,State Incentives,"",,2016-01-01 00:00:00 UTC,,,"",BIOD|ETH,TAX,"",AFP,http://www.mainelegislature.org/legis/statutes/,expired,2016-01-01
5770,NC,Biofuel Fueling Infrastructure Tax Credit,"A taxpayers who constructs a qualified fueling facility that
dispenses biodiesel, ethanol, or gasoline blends consisting of at
least 70% ethanol (E70) is eligible for a tax credit equal to 15%
of the cost of constructing and installing the dispensing
infrastructure that is directly and exclusively used for
dispensing or storing the fuel, including pumps, storage tanks,
and related equipment. The taxpayer must take the credit in three
equal annual installments beginning with the taxable year in
which the facility is placed into service. This tax credit does
not apply to infrastructure placed into service on or after
January 1, 2014. (Reference North Carolina General Statutes ( http://www.ncleg.net/gascripts/Statutes/Statutes.asp )
105-129.16D(a))",,2012-06-20 00:00:00 UTC,false,16,State Incentives,"",,2014-01-01 00:00:00 UTC,,,"",BIOD|ETH,TAX,"",STATION,http://www.ncleg.net/gascripts/Statutes/Statutes.asp,expired,2014-01-01
5796,TX,Alternative Fuel and Advanced Vehicle Research and Development Grants,"The Texas Council on Environmental Quality administers the New
Technology Research and Development (NTRD) Program, part of the Texas
Emissions Reduction Plan, which provides grants for alternative fuel and
advanced technology demonstration and infrastructure projects to
encourage and support research, development, and commercialization of
technologies that reduce pollution. Funding for this grant program was
discontinued in September 2011 and no subsequent actions have been taken
to reinstate funding. (Reference [Texas
Statutes](http://www.statutes.legis.state.tx.us/), Health and Safety
Code 387)
",,,false,20,State Incentives,"",,,2012-09-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HEV|HY|IR|NG|PHEV|LPG,GNT,"",STATION|AFP|OTHER,http://www.statutes.legis.state.tx.us/,archived,2012-09-01
5829,KY,Biofuels Use Requirement,"The [Kentucky Transportation Cabinet](http://transportation.ky.gov/) and
the [Kentucky Finance and Administration
Cabinet](http://finance.ky.gov/) must establish procurement contracts
that maximize the market availability of ethanol and biodiesel fuel
blends. Additionally, employees using conventional vehicles in the
Transportation Cabinet's fleet must use either a 10% blend of ethanol
(E10) or a 2% blend of biodiesel (B2) as their primary fueling option,
and the Transportation Cabinet must maximize the use of E85 in its
flexible fuel vehicle fleet. The Transportation Cabinet must promote
clean fuels through employee education, vendor identification, and by
holding employees accountable for electing to use clean fuels in
commonwealth vehicles. (Reference Executive Order 2005-124, 2005)
",2005-02-07 00:00:00 UTC,,false,45,Laws and Regulations,"",,,2011-03-01 00:00:00 UTC,,"",BIOD|ETH,"",REQ,FLEET,"",archived,2011-03-01
5834,MD,Biofuels Production Incentive,"Qualified ethanol and biodiesel producers are eligible for production
incentives on a per gallon basis. To be eligible for the incentive, the
producer must first apply for and receive certification from the
Renewable Fuels Incentive Board (Board). Credits are offered to
certified producers in Maryland for ethanol or biodiesel produced
between December 31, 2007, and December 31, 2017.

Ethanol production credits are as follows: a) \$0.20 per gallon of
ethanol produced from small grains such as wheat, rye, triticale, oats,
and hulled or hull-less barley; or b) \$0.05 per gallon of ethanol
produced from other agricultural products. The Board may not certify
ethanol production credits for more than 15 million gallons per calendar
year, of which at least 10 million gallons must be produced from small
grains.

Biodiesel production credits are as follows: a) \$0.20 per gallon of
biodiesel produced from soybean oil (the soybean oil must be produced in
a facility or through expanded capacity of a facility that began
operating after December 31, 2004), or b) \$0.05 per gallon for
biodiesel produced from other feedstocks, including soybean oil produced
in a facility that began operating on or before December 31, 2004. The
Board may not certify biodiesel production credits for more than five
million gallons per calendar year, of which at least two million gallons
must be from soybean oil produced in a facility as described above.

(Reference [Maryland
Statutes](http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home),
Agriculture Code 10-1501 through 10-1507)
",,,false,30,State Incentives,"",,,2017-12-31 00:00:00 UTC,,"",BIOD|ETH,RBATE,"",AFP,http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home,archived,2017-12-31
5876,IN,E85 Use,"As part of the Indiana Greening the Government Initiative, all fleet
vehicles based in Indianapolis that are capable of using E85 must
operate using E85 fuel whenever possible. Use of other biobased fuels
and oils is also encouraged. (Reference Executive Order 05-21, 2005)
",,,false,125,Laws and Regulations,"",,,2014-03-29 00:00:00 UTC,,"",ETH,"",REQ,FLEET,http://www.in.gov/idoa/files/EO05-21.pdf,archived,2014-03-29
5878,IA,Alternative Fueling Infrastructure Cost-Share Program,"A state cost-share program is being developed to provide financial
incentives for the installation or conversion of E85 refueling
infrastructure and infrastructure required to establish terminal
facilities that store biodiesel for distribution to service stations.
The program will also provide for the addition of at least 30 new or
converted E85 retail outlets and four new or converted terminal
facilities used to store ethanol. The program will provide for a maximum
of \$325,000 annually for the fiscal period beginning July 1, 2005, and
ending June 30, 2008. (Reference [Iowa
Code](https://www.legis.iowa.gov/) 15.401)
",,,false,15,State Incentives,"",,2008-06-30 00:00:00 UTC,,,"",ETH,GNT,"",STATION,"",expired,2008-06-30
5879,IA,Alternative Fuel Vehicle (AFV) and Hybrid Electric Vehicle (HEV) Acquisition Requirements,"The following was rescinded by [Executive
Order](http://www.statelibraryofiowa.org/services/collections/law-library/govexecorders/copy_of_execordculver)
6, 2008: All state agency non-law enforcement, light-duty vehicles
procured by 2010 must be AFVs or HEVs when an equivalent AFV or HEV
model is available. Furthermore, agencies must ensure that their
flexible fuel vehicles operate on E85 whenever an E85 refueling facility
is available. (Reference [Executive
Order](http://www.greencarcongress.com/2005/04/iowa_governor_o.html) 41,
2005)
",,,false,65,Laws and Regulations,"",,,,2008-02-21 00:00:00 UTC,"",ETH|HEV|PHEV,"",REQ,FLEET,http://www.governor.iowa.gov/administration/eo.php,repealed,2008-02-21
5883,HI,Ethanol Production Incentive,"Ethanol producers may qualify for an income tax credit equal to 30% of
production facility nameplate capacity between 500,000 and 15 million
gallons per year. The facility must produce at least 75% of its
nameplate capacity to receive the tax credit each year and may claim the
tax credit for up to eight years. Qualifying ethanol production
facilities must be in operation on or before January 1, 2017. Once the
total nameplate capacities of all qualifying ethanol production
facilities built within the state reaches 40 million gallons per year,
credits are not allowed for new facilities. The total amount of all
credits distributed across the state may not exceed \$12 million in a
given year. Additional restrictions apply. (Reference [Hawaii Revised
Statutes](http://www.capitol.hawaii.gov/) 235-110.3)
",,2007-06-04 00:00:00 UTC,false,15,State Incentives,"",,,2016-06-01 00:00:00 UTC,,"",ETH,TAX,"",AFP,http://www.capitol.hawaii.gov/,archived,2016-06-01
